id,name,date,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
AL162005,OPHELIA,9/19/2005 0:00,EX,48.4,-52.3,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/19/2005 6:00,EX,49,-48.8,45,1001,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/19/2005 12:00,EX,49.5,-45.7,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/19/2005 18:00,EX,50,-42.1,45,999,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/20/2005 0:00,EX,50.9,-38.5,45,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/20/2005 6:00,EX,51.5,-34.7,40,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/20/2005 12:00,EX,52.2,-30.5,40,1003,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/20/2005 18:00,EX,52.8,-26.5,40,1001,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/21/2005 0:00,EX,53.8,-22,40,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/21/2005 6:00,EX,55.3,-17.7,35,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/21/2005 12:00,EX,57.6,-14.6,35,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/21/2005 18:00,EX,59.8,-11.9,35,996,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/22/2005 0:00,EX,61.7,-8.4,35,993,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/22/2005 6:00,EX,63.6,-4.5,35,993,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/22/2005 12:00,EX,65.6,-1,35,994,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/22/2005 18:00,EX,67.5,1.9,30,995,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,9/23/2005 0:00,EX,68.8,6.6,30,997,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/17/2005 12:00,TD,13.3,-54.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/17/2005 18:00,TS,13.5,-54.9,35,1007,0,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/18/2005 0:00,TS,13.9,-55.1,40,1003,15,75,20,15,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/18/2005 6:00,TS,14.4,-55.3,45,1000,20,70,20,20,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/18/2005 12:00,TS,14.9,-55.5,50,996,40,60,20,30,20,20,0,0,0,0,0,0
AL172005,PHILIPPE,9/18/2005 18:00,TS,15.6,-55.7,55,993,70,60,30,50,20,20,0,20,0,0,0,0
AL172005,PHILIPPE,9/19/2005 0:00,HU,16.2,-55.8,65,987,70,60,30,50,25,25,20,25,15,15,0,0
AL172005,PHILIPPE,9/19/2005 6:00,HU,16.7,-55.9,65,987,70,60,30,30,25,25,20,20,15,15,0,0
AL172005,PHILIPPE,9/19/2005 12:00,HU,17.2,-56.2,65,987,70,70,30,30,25,25,20,20,15,15,0,0
AL172005,PHILIPPE,9/19/2005 18:00,HU,17.5,-56.4,65,987,75,75,30,30,30,30,20,20,15,15,0,0
AL172005,PHILIPPE,9/20/2005 0:00,HU,17.7,-56.6,70,985,75,75,30,30,30,30,20,20,15,15,0,0
AL172005,PHILIPPE,9/20/2005 6:00,HU,17.9,-56.8,65,987,90,90,20,50,30,30,0,20,15,15,0,0
AL172005,PHILIPPE,9/20/2005 12:00,TS,18.1,-57,60,990,90,90,20,50,30,30,0,20,0,0,0,0
AL172005,PHILIPPE,9/20/2005 18:00,TS,18.5,-57.2,55,992,90,75,30,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/21/2005 0:00,TS,18.9,-57.2,55,994,90,75,30,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/21/2005 6:00,TS,19.4,-57.1,50,997,120,120,0,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/21/2005 12:00,TS,19.9,-57,45,1000,120,120,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/21/2005 18:00,TS,20.8,-56.9,40,1001,100,100,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/22/2005 0:00,TS,22.4,-56.7,35,1002,90,90,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/22/2005 6:00,TS,23.8,-56.8,35,1003,75,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/22/2005 12:00,TS,25.2,-57.2,35,1003,75,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/22/2005 18:00,TS,26.7,-57.6,35,1003,75,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/23/2005 0:00,TS,28.3,-58.2,35,1003,75,0,0,75,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/23/2005 6:00,TS,30.2,-60.1,35,1003,60,0,0,60,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/23/2005 12:00,TD,30.5,-62.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/23/2005 18:00,LO,30.2,-63.7,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/24/2005 0:00,LO,29.2,-63.8,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,9/24/2005 6:00,LO,28.6,-62.8,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/18/2005 0:00,TD,21.3,-69.9,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/18/2005 6:00,TD,21.6,-70.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/18/2005 12:00,TD,21.9,-71.5,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/18/2005 18:00,TS,22.2,-72.3,35,1005,75,75,0,60,0,0,0,0,0,0,0,0
AL182005,RITA,9/19/2005 0:00,TS,22.4,-73,45,1002,90,60,0,90,0,0,0,0,0,0,0,0
AL182005,RITA,9/19/2005 6:00,TS,22.6,-73.8,50,999,100,50,0,90,40,0,0,40,0,0,0,0
AL182005,RITA,9/19/2005 12:00,TS,22.8,-74.7,55,997,120,50,50,90,40,0,0,40,0,0,0,0
AL182005,RITA,9/19/2005 18:00,TS,23.1,-75.9,60,994,110,60,60,90,40,30,20,40,0,0,0,0
AL182005,RITA,9/20/2005 0:00,TS,23.3,-77.2,60,992,105,60,60,105,45,30,20,45,0,0,0,0
AL182005,RITA,9/20/2005 6:00,TS,23.5,-78.8,60,990,105,60,60,105,45,45,20,45,0,0,0,0
AL182005,RITA,9/20/2005 12:00,HU,23.7,-80.3,70,985,110,75,60,105,45,45,20,45,25,25,0,0
AL182005,RITA,9/20/2005 18:00,HU,23.9,-81.6,85,975,120,100,60,105,60,45,40,45,40,25,20,40
AL182005,RITA,9/21/2005 0:00,HU,24.1,-82.7,95,967,120,100,60,105,60,45,40,45,40,25,20,40
AL182005,RITA,9/21/2005 6:00,HU,24.2,-84,110,955,120,100,60,105,60,45,40,60,40,30,25,40
AL182005,RITA,9/21/2005 12:00,HU,24.2,-85.2,120,941,135,115,80,125,75,50,40,60,50,40,30,40
AL182005,RITA,9/21/2005 18:00,HU,24.3,-86.2,145,920,150,125,100,150,90,60,50,75,60,50,40,50
AL182005,RITA,9/22/2005 0:00,HU,24.5,-86.9,150,897,160,140,100,160,90,80,60,90,60,60,40,50
AL182005,RITA,9/22/2005 3:00,HU,24.7,-87.3,155,895,,,,,,,,,,,,
AL182005,RITA,9/22/2005 6:00,HU,24.8,-87.6,155,897,160,140,100,160,100,80,60,90,60,60,40,50
AL182005,RITA,9/22/2005 12:00,HU,25.2,-88.3,140,908,160,140,100,160,100,80,60,90,75,75,40,75
AL182005,RITA,9/22/2005 18:00,HU,25.6,-89.1,125,913,180,140,100,140,120,90,50,80,70,60,40,50
AL182005,RITA,9/23/2005 0:00,HU,26,-89.9,120,915,180,150,100,140,120,100,50,80,70,60,40,50
AL182005,RITA,9/23/2005 6:00,HU,26.5,-90.7,115,924,180,150,120,140,120,100,80,100,75,60,40,50
AL182005,RITA,9/23/2005 12:00,HU,27.1,-91.5,115,927,180,150,120,160,120,100,80,120,75,60,40,60
AL182005,RITA,9/23/2005 18:00,HU,27.8,-92.3,110,930,180,150,120,160,120,100,80,120,75,60,40,60
AL182005,RITA,9/24/2005 0:00,HU,28.6,-93,105,931,180,160,120,120,120,100,80,90,75,60,40,60
AL182005,RITA,9/24/2005 6:00,HU,29.4,-93.6,100,935,180,160,120,120,120,100,80,90,75,60,40,60
AL182005,RITA,9/24/2005 7:40,HU,29.7,-93.7,100,937,,,,,,,,,,,,
AL182005,RITA,9/24/2005 12:00,HU,30.5,-94.1,65,949,60,160,120,50,45,45,45,45,30,30,30,30
AL182005,RITA,9/24/2005 18:00,TS,31.6,-94.1,45,974,50,120,120,50,0,0,0,0,0,0,0,0
AL182005,RITA,9/25/2005 0:00,TS,32.7,-94,35,982,50,50,30,50,0,0,0,0,0,0,0,0
AL182005,RITA,9/25/2005 6:00,TD,33.7,-93.6,30,989,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/25/2005 12:00,TD,34.7,-92.5,25,995,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/25/2005 18:00,TD,35.8,-91.4,25,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/26/2005 0:00,TD,37,-90.1,20,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,9/26/2005 6:00,LO,39.5,-88,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,9/30/2005 12:00,TD,11.8,-32.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,9/30/2005 18:00,TD,12.2,-33,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,10/1/2005 0:00,TD,12.7,-33.3,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,10/1/2005 6:00,TD,13.3,-33.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,10/1/2005 12:00,TD,13.8,-33.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,10/1/2005 18:00,TD,14.4,-33.9,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,10/2/2005 0:00,TD,15,-33.8,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,10/2/2005 6:00,TD,15.7,-34.3,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,10/2/2005 12:00,TD,16.6,-35.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/1/2005 12:00,TD,18.9,-85.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/1/2005 18:00,TD,19.1,-86.2,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/2/2005 0:00,TD,19.3,-86.7,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/2/2005 6:00,TS,19.5,-87.2,40,1003,60,90,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/2/2005 10:00,TS,19.6,-87.5,35,1003,,,,,,,,,,,,
AL202005,STAN,10/2/2005 12:00,TS,19.8,-87.9,35,1003,105,105,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/2/2005 18:00,TS,20.3,-88.8,35,1004,105,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/3/2005 0:00,TD,20.5,-89.8,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/3/2005 6:00,TS,20.5,-91,35,1003,100,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/3/2005 12:00,TS,20.3,-91.7,40,1000,100,45,0,30,0,0,0,0,0,0,0,0
AL202005,STAN,10/3/2005 18:00,TS,20.1,-92.2,50,997,75,45,0,75,30,30,0,0,0,0,0,0
AL202005,STAN,10/4/2005 0:00,TS,19.8,-93.2,55,990,75,45,0,75,30,30,0,0,0,0,0,0
AL202005,STAN,10/4/2005 6:00,HU,19.2,-94.1,65,987,90,75,75,75,45,30,30,30,15,0,15,15
AL202005,STAN,10/4/2005 12:00,HU,18.6,-94.9,70,977,90,75,75,75,45,30,30,30,15,15,15,15
AL202005,STAN,10/4/2005 18:00,TS,17.9,-95.6,45,988,45,45,45,45,0,0,0,0,0,0,0,0
AL202005,STAN,10/5/2005 0:00,TD,17.2,-96.4,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,10/5/2005 6:00,TD,16.9,-97,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,10/4/2005 0:00,LO,33.8,-31.8,30,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,10/4/2005 6:00,SD,34.8,-30.2,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,10/4/2005 12:00,SS,35.9,-28.5,35,1004,75,75,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,10/4/2005 18:00,SS,37.1,-26.7,45,997,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,10/5/2005 0:00,SS,38.8,-25,45,997,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,10/5/2005 6:00,EX,41,-23.3,40,1000,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,10/5/2005 12:00,EX,43.6,-23,40,1002,90,90,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/5/2005 6:00,TS,27.3,-79.7,35,1006,140,100,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/5/2005 12:00,TS,28.3,-80.2,40,1004,180,150,0,100,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/5/2005 18:00,TS,29.5,-80.9,45,1001,230,190,0,75,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/5/2005 23:00,TS,30.4,-81.4,45,1002,,,,,,,,,,,,
AL222005,TAMMY,10/6/2005 0:00,TS,30.5,-81.6,45,1002,230,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/6/2005 6:00,TS,31.3,-82.8,35,1005,230,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/6/2005 12:00,TD,31.8,-84.6,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/6/2005 18:00,TD,31.2,-85.8,15,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,10/7/2005 0:00,LO,30.3,-85.6,10,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/8/2005 6:00,SD,26.1,-57.4,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/8/2005 12:00,SD,27.7,-58.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/8/2005 18:00,SD,28.8,-60.1,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/9/2005 0:00,SD,29.3,-62,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/9/2005 6:00,SD,29.3,-63.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/9/2005 12:00,SD,29.5,-64.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/9/2005 18:00,SD,30,-65.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/10/2005 0:00,SD,30.7,-66,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/10/2005 6:00,LO,31.6,-67.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/10/2005 12:00,LO,32.5,-68.9,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/10/2005 18:00,LO,33.5,-70,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/11/2005 0:00,LO,34.3,-71,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/11/2005 6:00,LO,35.5,-71.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/11/2005 12:00,EX,36.7,-71.8,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/11/2005 18:00,EX,37.8,-71.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/12/2005 0:00,EX,38.5,-71.9,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/12/2005 6:00,EX,38.8,-72.4,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/12/2005 12:00,EX,38.9,-73,35,1011,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/12/2005 18:00,EX,38.7,-73.5,40,1011,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/13/2005 0:00,EX,38.3,-73.5,40,1010,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/13/2005 6:00,EX,37.7,-73.5,40,1010,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/13/2005 12:00,EX,37.2,-73,40,1008,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/13/2005 18:00,EX,37.8,-73,40,1006,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/14/2005 0:00,EX,38,-73.4,40,1006,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/14/2005 6:00,EX,37.6,-73.8,40,1005,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/14/2005 12:00,EX,38.6,-73.8,35,1005,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,10/14/2005 18:00,EX,39.6,-73.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL242005,VINCE,10/8/2005 6:00,SS,32.9,-20.6,40,1001,60,60,60,70,0,0,0,0,0,0,0,0
AL242005,VINCE,10/8/2005 12:00,SS,33,-20.3,45,1000,60,60,50,60,0,0,0,0,0,0,0,0
AL242005,VINCE,10/8/2005 18:00,SS,33.1,-20.1,45,1000,60,60,40,50,0,0,0,0,0,0,0,0
AL242005,VINCE,10/9/2005 0:00,SS,33.2,-20,45,999,60,60,40,50,0,0,0,0,0,0,0,0
AL242005,VINCE,10/9/2005 6:00,SS,33.4,-19.6,50,998,50,50,50,50,20,20,20,0,0,0,0,0
AL242005,VINCE,10/9/2005 12:00,TS,33.8,-19.3,55,995,60,60,60,60,20,20,20,20,0,0,0,0
AL242005,VINCE,10/9/2005 18:00,HU,34.1,-18.9,65,988,70,70,70,70,30,30,30,30,15,15,15,15
AL242005,VINCE,10/10/2005 0:00,TS,34.3,-18.3,60,990,60,70,60,50,30,30,30,20,0,0,0,0
AL242005,VINCE,10/10/2005 6:00,TS,34.5,-17.2,50,992,50,60,50,20,0,40,0,0,0,0,0,0
AL242005,VINCE,10/10/2005 12:00,TS,34.7,-15.3,45,995,50,60,50,20,0,0,0,0,0,0,0,0
AL242005,VINCE,10/10/2005 18:00,TS,35.4,-12.8,35,998,50,60,50,0,0,0,0,0,0,0,0,0
AL242005,VINCE,10/11/2005 0:00,TD,36.1,-10.5,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL242005,VINCE,10/11/2005 6:00,TD,36.7,-8.3,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL242005,VINCE,10/11/2005 9:00,TD,37.2,-7.1,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL242005,VINCE,10/11/2005 12:00,TD,37.7,-6,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/15/2005 18:00,TD,17.6,-78.5,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/16/2005 0:00,TD,17.6,-78.8,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/16/2005 6:00,TD,17.5,-79,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/16/2005 12:00,TD,17.5,-79.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/16/2005 18:00,TD,17.5,-79.4,30,1002,0,0,0,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/17/2005 0:00,TD,17.4,-79.6,30,1001,0,0,0,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/17/2005 6:00,TS,16.9,-79.6,35,1000,0,0,40,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/17/2005 12:00,TS,16.3,-79.7,40,999,0,60,40,0,0,0,0,0,0,0,0,0
AL252005,WILMA,10/17/2005 18:00,TS,16,-79.8,45,997,30,60,60,30,0,0,0,0,0,0,0,0
AL252005,WILMA,10/18/2005 0:00,TS,15.8,-79.9,55,988,60,60,60,60,20,20,20,20,0,0,0,0
AL252005,WILMA,10/18/2005 6:00,TS,15.7,-79.9,60,982,60,60,50,60,20,20,20,20,0,0,0,0
AL252005,WILMA,10/18/2005 12:00,HU,16.2,-80.3,65,979,105,75,50,105,30,20,20,30,15,15,0,15
AL252005,WILMA,10/18/2005 18:00,HU,16.6,-81.1,75,975,120,75,60,120,50,30,30,50,15,15,15,15
AL252005,WILMA,10/19/2005 0:00,HU,16.6,-81.8,130,946,135,90,90,135,60,30,30,60,15,15,15,15
AL252005,WILMA,10/19/2005 6:00,HU,17,-82.2,150,892,140,90,90,140,60,30,30,60,30,15,15,30
AL252005,WILMA,10/19/2005 12:00,HU,17.3,-82.8,160,882,170,125,90,140,70,45,45,70,45,20,20,45
AL252005,WILMA,10/19/2005 18:00,HU,17.4,-83.4,140,892,200,200,100,150,75,60,60,75,50,40,40,50
AL252005,WILMA,10/20/2005 0:00,HU,17.9,-84,135,892,200,200,110,150,75,75,60,75,60,40,40,60
AL252005,WILMA,10/20/2005 6:00,HU,18.1,-84.7,130,901,200,200,110,150,75,75,60,75,60,40,40,60
AL252005,WILMA,10/20/2005 12:00,HU,18.3,-85.2,130,910,200,150,110,175,110,85,60,110,75,75,45,75
AL252005,WILMA,10/20/2005 18:00,HU,18.6,-85.5,130,917,175,150,120,175,110,90,75,110,75,75,60,75
AL252005,WILMA,10/21/2005 0:00,HU,19.1,-85.8,130,924,175,150,120,175,110,90,75,110,75,75,60,75
AL252005,WILMA,10/21/2005 6:00,HU,19.5,-86.1,130,930,175,150,120,175,110,90,75,110,75,75,60,75
AL252005,WILMA,10/21/2005 12:00,HU,20.1,-86.4,125,929,175,175,120,150,100,90,75,100,75,75,60,75
AL252005,WILMA,10/21/2005 18:00,HU,20.3,-86.7,120,926,175,175,120,150,100,100,75,100,75,75,60,75
AL252005,WILMA,10/21/2005 21:45,HU,20.6,-86.8,130,927,,,,,,,,,,,,
AL252005,WILMA,10/22/2005 0:00,HU,20.6,-86.8,120,930,175,175,120,150,100,100,75,100,75,75,60,75
AL252005,WILMA,10/22/2005 3:30,HU,20.8,-86.9,115,933,,,,,,,,,,,,
AL252005,WILMA,10/22/2005 6:00,HU,20.8,-87,110,935,175,175,120,150,100,100,75,100,75,75,60,75
AL252005,WILMA,10/22/2005 12:00,HU,21,-87.1,100,947,175,175,120,150,100,100,75,100,75,75,60,75
AL252005,WILMA,10/22/2005 18:00,HU,21.3,-87.1,85,958,175,175,120,150,100,100,75,100,75,75,50,75
AL252005,WILMA,10/23/2005 0:00,HU,21.6,-87,85,960,175,175,120,150,100,100,75,90,60,60,50,60
AL252005,WILMA,10/23/2005 6:00,HU,21.8,-86.8,85,962,175,175,125,175,100,100,75,90,60,60,40,40
AL252005,WILMA,10/23/2005 12:00,HU,22.4,-86.1,85,961,200,200,125,175,100,100,75,90,60,60,40,40
AL252005,WILMA,10/23/2005 18:00,HU,23.1,-85.4,90,963,200,200,150,150,125,125,90,90,65,75,50,50
AL252005,WILMA,10/24/2005 0:00,HU,24,-84.3,95,958,200,200,150,150,125,125,90,90,65,75,50,50
AL252005,WILMA,10/24/2005 6:00,HU,25,-83.1,110,953,200,200,175,150,125,125,100,90,75,80,75,50
AL252005,WILMA,10/24/2005 10:30,HU,25.9,-81.7,105,950,,,,,,,,,,,,
AL252005,WILMA,10/24/2005 12:00,HU,26.2,-81,95,950,200,225,200,150,125,150,100,90,75,90,75,40
AL252005,WILMA,10/24/2005 18:00,HU,28,-78.8,105,955,200,225,200,150,125,150,100,90,75,90,75,40
AL252005,WILMA,10/25/2005 0:00,HU,30.1,-76,110,955,200,225,250,150,125,150,100,90,75,90,75,40
AL252005,WILMA,10/25/2005 6:00,HU,33.3,-72,100,963,200,275,375,150,125,150,100,75,75,90,60,40
AL252005,WILMA,10/25/2005 12:00,HU,36.8,-67.9,90,970,200,300,375,175,125,150,100,75,75,90,60,40
AL252005,WILMA,10/25/2005 18:00,HU,40.5,-63.5,75,976,200,300,375,175,125,150,100,75,60,75,45,45
AL252005,WILMA,10/26/2005 0:00,EX,42.5,-60,60,978,200,300,375,175,125,150,100,75,0,0,0,0
AL252005,WILMA,10/26/2005 6:00,EX,44,-57.5,55,982,200,300,375,175,125,150,100,75,0,0,0,0
AL252005,WILMA,10/26/2005 12:00,EX,45,-55,50,986,200,300,375,175,125,150,100,75,0,0,0,0
AL252005,WILMA,10/26/2005 18:00,EX,45.5,-52,40,990,200,300,375,175,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/22/2005 12:00,TD,15.8,-67.5,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/22/2005 18:00,TS,16.5,-68.5,35,1005,40,0,0,40,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/23/2005 0:00,TS,17.3,-69.6,45,1000,45,20,20,45,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/23/2005 6:00,TS,17.8,-70.5,45,998,40,20,0,20,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/23/2005 10:00,TS,18.3,-71.3,45,1000,,,,,,,,,,,,
AL262005,ALPHA,10/23/2005 12:00,TS,18.6,-72.2,35,1002,30,20,0,0,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/23/2005 18:00,TD,19.8,-72.7,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/24/2005 0:00,TD,21.6,-72.9,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/24/2005 6:00,TD,23.5,-73,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/24/2005 12:00,TD,25.1,-72.4,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL262005,ALPHA,10/24/2005 18:00,TD,27.9,-70.8,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
